taskID,promptID,sysPrompt,userPrompt
LLL.d2.s2_10,EMO01,"This is very important to my career
","Sentence: Both PROTEIN and PROTEIN1 were essential for PROTEIN2 expression, and this gene was transcribed from T5 of sporulation.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d3.s0_11,EMO01,"This is very important to my career
","Sentence: Analysis of the expression of a translational ywhE-lacZ fusion showed that PROTEIN1 expression is sporulation-specific, and is controlled predominantly by the forespore-specific sigma factor PROTEIN and to a lesser extent by PROTEIN2 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d3.s0_12,EMO01,"This is very important to my career
","Sentence: Analysis of the expression of a translational ywhE-lacZ fusion showed that PROTEIN expression is sporulation-specific, and is controlled predominantly by the forespore-specific sigma factor PROTEIN1 and to a lesser extent by PROTEIN2 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d3.s0_13,EMO01,"This is very important to my career
","Sentence: Analysis of the expression of a translational ywhE-lacZ fusion showed that PROTEIN1 expression is sporulation-specific, and is controlled predominantly by the forespore-specific sigma factor PROTEIN2 and to a lesser extent by PROTEIN 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d4.s0_14,EMO01,"This is very important to my career
","Sentence: Secondly, PROTEIN1 is essential for the activation of the first compartment-specific transcription factor PROTEIN2 in the prespore.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d4.s1_15,EMO01,"This is very important to my career
","Sentence: Localization of PROTEIN1 was shown to be dependent on the essential cell division protein PROTEIN2 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d5.s0_16,EMO01,"This is very important to my career
","Sentence: In the shaA mutant, PROTEIN1 dependent expression of PROTEIN and PROTEIN2 at an early stage of sporulation was sensitive to external NaCl.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d5.s0_17,EMO01,"This is very important to my career
","Sentence: In the shaA mutant, PROTEIN1 dependent expression of PROTEIN2 and PROTEIN at an early stage of sporulation was sensitive to external NaCl.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d5.s0_18,EMO01,"This is very important to my career
","Sentence: In the shaA mutant, PROTEIN dependent expression of PROTEIN1 and PROTEIN2 at an early stage of sporulation was sensitive to external NaCl.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d6.s0_19,EMO01,"This is very important to my career
","Sentence: The expression of PROTEIN is under the control of both PROTEIN1 and PROTEIN2 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d6.s0_20,EMO01,"This is very important to my career
","Sentence: The expression of PROTEIN1 is under the control of both PROTEIN and PROTEIN2 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d6.s0_21,EMO01,"This is very important to my career
","Sentence: The expression of PROTEIN1 is under the control of both PROTEIN2 and PROTEIN 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d7.s0_22,EMO01,"This is very important to my career
","Sentence: Expression of the PROTEIN1 dependent PROTEIN gene depended on PROTEIN2 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d7.s0_23,EMO01,"This is very important to my career
","Sentence: Expression of the PROTEIN1 dependent PROTEIN2 gene depended on PROTEIN 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d7.s0_24,EMO01,"This is very important to my career
","Sentence: Expression of the PROTEIN dependent PROTEIN1 gene depended on PROTEIN2 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d8.s0_25,EMO01,"This is very important to my career
","Sentence: Our results indicate that the level of PROTEIN1 level in outgrowing spores depends mainly on PROTEIN2 because sigB mutants show normal KatX activity in dormant and outgrowing spores.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d8.s1_26,EMO01,"This is very important to my career
","Sentence: Therefore, the physiological role of PROTEIN1 dependent PROTEIN2 expression remains obscure.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d8.s2_27,EMO01,"This is very important to my career
","Sentence: The -10 and -35 sequences of the PROTEIN1 and PROTEIN2 dependent promoters of PROTEIN overlap, and the transcriptional start points used by EsigmaB and EsigmaF differ by only one nucleotide.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d8.s2_28,EMO01,"This is very important to my career
","Sentence: The -10 and -35 sequences of the PROTEIN and PROTEIN1 dependent promoters of PROTEIN2 overlap, and the transcriptional start points used by EsigmaB and EsigmaF differ by only one nucleotide.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d8.s2_29,EMO01,"This is very important to my career
","Sentence: The -10 and -35 sequences of the PROTEIN1 and PROTEIN dependent promoters of PROTEIN2 overlap, and the transcriptional start points used by EsigmaB and EsigmaF differ by only one nucleotide.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d8.s3_30,EMO01,"This is very important to my career
","Sentence: We demonstrated that PROTEIN1 is also a PROTEIN2 dependent general stress gene, since it is strongly induced by heat, salt and ethanol stress, as well as by energy depletion.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d9.s0_31,EMO01,"This is very important to my career
","Sentence: Taken together, the results support the idea that sequestration of PROTEIN1 protein into the prespore plays an important role in the control of PROTEIN2 activation and in coupling this activation to septation.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d9.s1_32,EMO01,"This is very important to my career
","Sentence:  PROTEIN is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN1 an anti-anti-sigma factor, PROTEIN2 and a membrane-bound phosphatase, PROTEIN which converts the inactive, phosphorylated form of PROTEIN back to the active form.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d9.s1_33,EMO01,"This is very important to my career
","Sentence:  PROTEIN is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN an anti-anti-sigma factor, PROTEIN1 and a membrane-bound phosphatase, PROTEIN which converts the inactive, phosphorylated form of PROTEIN2 back to the active form.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d9.s1_34,EMO01,"This is very important to my career
","Sentence:  PROTEIN1 is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN an anti-anti-sigma factor, PROTEIN2 and a membrane-bound phosphatase, PROTEIN which converts the inactive, phosphorylated form of PROTEIN back to the active form.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d9.s1_35,EMO01,"This is very important to my career
","Sentence:  PROTEIN is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN an anti-anti-sigma factor, PROTEIN1 and a membrane-bound phosphatase, PROTEIN2 which converts the inactive, phosphorylated form of PROTEIN back to the active form.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d9.s1_36,EMO01,"This is very important to my career
","Sentence:  PROTEIN is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN1 an anti-anti-sigma factor, PROTEIN and a membrane-bound phosphatase, PROTEIN which converts the inactive, phosphorylated form of PROTEIN2 back to the active form.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d9.s1_37,EMO01,"This is very important to my career
","Sentence:  PROTEIN1 is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN2 an anti-anti-sigma factor, PROTEIN and a membrane-bound phosphatase, PROTEIN which converts the inactive, phosphorylated form of PROTEIN back to the active form.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d9.s1_38,EMO01,"This is very important to my career
","Sentence:  PROTEIN is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN1 an anti-anti-sigma factor, PROTEIN and a membrane-bound phosphatase, PROTEIN2 which converts the inactive, phosphorylated form of PROTEIN back to the active form.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d9.s1_39,EMO01,"This is very important to my career
","Sentence:  PROTEIN1 is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN an anti-anti-sigma factor, PROTEIN and a membrane-bound phosphatase, PROTEIN which converts the inactive, phosphorylated form of PROTEIN2 back to the active form.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d9.s1_40,EMO01,"This is very important to my career
","Sentence:  PROTEIN is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN an anti-anti-sigma factor, PROTEIN and a membrane-bound phosphatase, PROTEIN1 which converts the inactive, phosphorylated form of PROTEIN2 back to the active form.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d9.s1_41,EMO01,"This is very important to my career
","Sentence:  PROTEIN1 is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN an anti-anti-sigma factor, PROTEIN and a membrane-bound phosphatase, PROTEIN2 which converts the inactive, phosphorylated form of PROTEIN back to the active form.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d10.s0_42,EMO01,"This is very important to my career
","Sentence: The PROTEIN gene of Bacillus subtilis, encoding a catabolic glutamate dehydrogenase, is transcribed by PROTEIN1 containing RNA polymerase and requires for its expression PROTEIN2 a member of the NtrC/NifA family of proteins that bind to enhancer-like elements, called upstream activating sequences (UAS).

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d10.s0_43,EMO01,"This is very important to my career
","Sentence: The PROTEIN1 gene of Bacillus subtilis, encoding a catabolic glutamate dehydrogenase, is transcribed by PROTEIN2 containing RNA polymerase and requires for its expression PROTEIN a member of the NtrC/NifA family of proteins that bind to enhancer-like elements, called upstream activating sequences (UAS).

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d10.s0_44,EMO01,"This is very important to my career
","Sentence: The PROTEIN1 gene of Bacillus subtilis, encoding a catabolic glutamate dehydrogenase, is transcribed by PROTEIN containing RNA polymerase and requires for its expression PROTEIN2 a member of the NtrC/NifA family of proteins that bind to enhancer-like elements, called upstream activating sequences (UAS).

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d10.s1_45,EMO01,"This is very important to my career
","Sentence: Unlike the case for other PROTEIN1 dependent genes, PROTEIN2 has no UAS; instead, its expression depends on a sequence located 1.5 kilobases downstream of the rocG promoter, beyond the end of the rocG coding region.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d12.s0_46,EMO01,"This is very important to my career
","Sentence: Northern blot and primer extension analyses indicated that PROTEIN1 is transcribed by PROTEIN2 during sporulation.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d12.s1_47,EMO01,"This is very important to my career
","Sentence: These results suggest that PROTEIN may act as a negative regulator for the transcription of PROTEIN PROTEIN1 PROTEIN2 and PROTEIN 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d12.s1_48,EMO01,"This is very important to my career
","Sentence: These results suggest that PROTEIN1 may act as a negative regulator for the transcription of PROTEIN PROTEIN2 PROTEIN and PROTEIN 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d12.s1_49,EMO01,"This is very important to my career
","Sentence: These results suggest that PROTEIN may act as a negative regulator for the transcription of PROTEIN PROTEIN1 PROTEIN and PROTEIN2 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d12.s1_50,EMO01,"This is very important to my career
","Sentence: These results suggest that PROTEIN may act as a negative regulator for the transcription of PROTEIN1 PROTEIN2 PROTEIN and PROTEIN 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d12.s1_51,EMO01,"This is very important to my career
","Sentence: These results suggest that PROTEIN1 may act as a negative regulator for the transcription of PROTEIN PROTEIN PROTEIN2 and PROTEIN 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d12.s1_52,EMO01,"This is very important to my career
","Sentence: These results suggest that PROTEIN may act as a negative regulator for the transcription of PROTEIN PROTEIN PROTEIN1 and PROTEIN2 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d12.s1_53,EMO01,"This is very important to my career
","Sentence: These results suggest that PROTEIN may act as a negative regulator for the transcription of PROTEIN1 PROTEIN PROTEIN2 and PROTEIN 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d12.s1_54,EMO01,"This is very important to my career
","Sentence: These results suggest that PROTEIN1 may act as a negative regulator for the transcription of PROTEIN PROTEIN PROTEIN and PROTEIN2 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d12.s1_55,EMO01,"This is very important to my career
","Sentence: These results suggest that PROTEIN1 may act as a negative regulator for the transcription of PROTEIN2 PROTEIN PROTEIN and PROTEIN 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d12.s1_56,EMO01,"This is very important to my career
","Sentence: These results suggest that PROTEIN may act as a negative regulator for the transcription of PROTEIN1 PROTEIN PROTEIN and PROTEIN2 

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d14.s0_57,EMO01,"This is very important to my career
","Sentence: The first stage, which involves the phosphatase function of PROTEIN depends on the cell division protein PROTEIN1 and could correspond to the PROTEIN dependent assembly of PROTEIN2 into E-rings.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d14.s0_58,EMO01,"This is very important to my career
","Sentence: The first stage, which involves the phosphatase function of PROTEIN1 depends on the cell division protein PROTEIN and could correspond to the PROTEIN dependent assembly of PROTEIN2 into E-rings.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d14.s0_59,EMO01,"This is very important to my career
","Sentence: The first stage, which involves the phosphatase function of PROTEIN depends on the cell division protein PROTEIN and could correspond to the PROTEIN1 dependent assembly of PROTEIN2 into E-rings.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d14.s0_60,EMO01,"This is very important to my career
","Sentence: The first stage, which involves the phosphatase function of PROTEIN1 depends on the cell division protein PROTEIN2 and could correspond to the PROTEIN dependent assembly of PROTEIN into E-rings.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d14.s0_61,EMO01,"This is very important to my career
","Sentence: The first stage, which involves the phosphatase function of PROTEIN depends on the cell division protein PROTEIN1 and could correspond to the PROTEIN2 dependent assembly of PROTEIN into E-rings.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d14.s0_62,EMO01,"This is very important to my career
","Sentence: The first stage, which involves the phosphatase function of PROTEIN1 depends on the cell division protein PROTEIN and could correspond to the PROTEIN2 dependent assembly of PROTEIN into E-rings.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d14.s1_63,EMO01,"This is very important to my career
","Sentence: Evidence based on the use of modified and mutant forms of the phosphatase protein indicates that PROTEIN1 blocks the capacity of unphosphorylated PROTEIN2 to activate PROTEIN until formation of the polar septum is completed.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d14.s1_64,EMO01,"This is very important to my career
","Sentence: Evidence based on the use of modified and mutant forms of the phosphatase protein indicates that PROTEIN blocks the capacity of unphosphorylated PROTEIN1 to activate PROTEIN2 until formation of the polar septum is completed.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d14.s1_65,EMO01,"This is very important to my career
","Sentence: Evidence based on the use of modified and mutant forms of the phosphatase protein indicates that PROTEIN1 blocks the capacity of unphosphorylated PROTEIN to activate PROTEIN2 until formation of the polar septum is completed.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d14.s2_66,EMO01,"This is very important to my career
","Sentence: Cell-specific activation of transcription factor PROTEIN1 during sporulation in Bacillus subtilis requires the formation of the polar septum and the activity of a serine phosphatase ( PROTEIN2 located in the septum.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d14.s3_67,EMO01,"This is very important to my career
","Sentence: The PROTEIN1 phosphatase indirectly activates PROTEIN by dephosphorylating a protein ( PROTEIN2 in the pathway that controls the activity of the transcription factor.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d14.s3_68,EMO01,"This is very important to my career
","Sentence: The PROTEIN phosphatase indirectly activates PROTEIN1 by dephosphorylating a protein ( PROTEIN2 in the pathway that controls the activity of the transcription factor.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d14.s3_69,EMO01,"This is very important to my career
","Sentence: The PROTEIN1 phosphatase indirectly activates PROTEIN2 by dephosphorylating a protein ( PROTEIN in the pathway that controls the activity of the transcription factor.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d15.s0_70,EMO01,"This is very important to my career
","Sentence: Dephosphorylation of PROTEIN1 by PROTEIN2 is strictly dependent on the presence of the bivalent metal ions Mn2+ or Mg2+.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d16.s0_71,EMO01,"This is very important to my career
","Sentence: (i) The finding that the PROTEIN1 operon is under PROTEIN2 control indicates that the elimination of multidrug compounds might be a new function in multiple stress resistance.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d16.s1_72,EMO01,"This is very important to my career
","Sentence: The PROTEIN1 gene might belong to the increasing number of PROTEIN2 dependent genes whose orthologues are under the control of sigmas in Escherichia coli, indicating that both regulons may fulfil similar functions.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d16.s2_73,EMO01,"This is very important to my career
","Sentence: Three new PROTEIN1 dependent genes ( PROTEIN2 PROTEIN and PROTEIN encoding proteins with still unknown functions were also described.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d16.s2_74,EMO01,"This is very important to my career
","Sentence: Three new PROTEIN1 dependent genes ( PROTEIN PROTEIN2 and PROTEIN encoding proteins with still unknown functions were also described.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d16.s2_75,EMO01,"This is very important to my career
","Sentence: Three new PROTEIN1 dependent genes ( PROTEIN PROTEIN and PROTEIN2 encoding proteins with still unknown functions were also described.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d16.s2_76,EMO01,"This is very important to my career
","Sentence: Three new PROTEIN dependent genes ( PROTEIN1 PROTEIN2 and PROTEIN encoding proteins with still unknown functions were also described.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d16.s2_77,EMO01,"This is very important to my career
","Sentence: Three new PROTEIN dependent genes ( PROTEIN1 PROTEIN and PROTEIN2 encoding proteins with still unknown functions were also described.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
LLL.d16.s2_78,EMO01,"This is very important to my career
","Sentence: Three new PROTEIN dependent genes ( PROTEIN PROTEIN1 and PROTEIN2 encoding proteins with still unknown functions were also described.

Task: Based on the sentence, do PROTEIN1 and PROTEIN2 have a protein-protein interaction (PPI)?
Answer with exactly one of the allowed labels: no, yes.
"
