Data_ID,PMID,Model,Prompt_ID,E1,E2,True_Label,Pred_Label,Raw_Output
1901,89511,llama3.2:1b,1,oestrogen,carcinoma,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1902,89511,llama3.2:1b,1,progestagen,endometrial disease,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1903,89511,llama3.2:1b,1,progestagen,hyperplasia,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1904,89511,llama3.2:1b,1,progestagen,endometrial carcinoma,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1905,89511,llama3.2:1b,1,progestagen,malignancy,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1906,89511,llama3.2:1b,1,progestagen,endometrial hyperplasia,none,No,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes"
1907,89511,llama3.2:1b,1,progestagen,carcinoma,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes"
1908,89511,llama3.2:1b,1,norethisterone,endometrial disease,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes"
1909,89511,llama3.2:1b,1,norethisterone,hyperplasia,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes"
1910,89511,llama3.2:1b,1,norethisterone,endometrial carcinoma,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes"
1911,89511,llama3.2:1b,1,norethisterone,malignancy,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes"
1912,89511,llama3.2:1b,1,norethisterone,endometrial hyperplasia,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes"
1913,89511,llama3.2:1b,1,norethisterone,carcinoma,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes"
1914,146391,llama3.2:1b,1,diphenylhydantoin,pure red cell aplasia,cid,No,"1: No
2: No
3: No
4: Yes"
1915,146391,llama3.2:1b,1,diphenylhydantoin,toxic dermatitis,cid,No,"1: No
2: No
3: No
4: Yes"
1916,146391,llama3.2:1b,1,diphenylhydantoin,lymphadenopathy,cid,No,"1: No
2: No
3: No
4: Yes"
1917,146391,llama3.2:1b,1,diphenylhydantoin,skin rash,none,Yes,"1: No
2: No
3: No
4: Yes"
1918,256433,llama3.2:1b,1,tobramycin,infections,none,No,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: Yes
Item 10: Yes"
1919,256433,llama3.2:1b,1,tobramycin,cancer,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: Yes
Item 10: Yes"
1920,256433,llama3.2:1b,1,tobramycin,neutropenia,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: Yes
Item 10: Yes"
1921,256433,llama3.2:1b,1,tobramycin,pneumonia,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: Yes
Item 10: Yes"
1922,256433,llama3.2:1b,1,tobramycin,infection,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: Yes
Item 10: Yes"
1923,256433,llama3.2:1b,1,tobramycin,pneumoniae,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: Yes
Item 10: Yes"
1924,256433,llama3.2:1b,1,tobramycin,gram-negative bacillary infections,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: Yes
Item 10: Yes"
1925,256433,llama3.2:1b,1,tobramycin,azotemia,cid,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: Yes
Item 10: Yes"
1926,256433,llama3.2:1b,1,tobramycin,renal toxicity,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: Yes
Item 10: Yes"
1927,256433,llama3.2:1b,1,carbenicillin,infections,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: Yes
Item 10: Yes"
1928,256433,llama3.2:1b,1,carbenicillin,cancer,none,No,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: No
Item 10: Yes"
1929,256433,llama3.2:1b,1,carbenicillin,neutropenia,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: No
Item 10: Yes"
1930,256433,llama3.2:1b,1,carbenicillin,pneumonia,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: No
Item 10: Yes"
1931,256433,llama3.2:1b,1,carbenicillin,infection,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: No
Item 10: Yes"
1932,256433,llama3.2:1b,1,carbenicillin,pneumoniae,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: No
Item 10: Yes"
1933,256433,llama3.2:1b,1,carbenicillin,gram-negative bacillary infections,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: No
Item 10: Yes"
1934,256433,llama3.2:1b,1,carbenicillin,azotemia,cid,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: No
Item 10: Yes"
1935,256433,llama3.2:1b,1,carbenicillin,renal toxicity,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: No
Item 10: Yes"
1936,256433,llama3.2:1b,1,creatinine,infections,none,No,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: No
Item 10: Yes"
1937,256433,llama3.2:1b,1,creatinine,cancer,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes
Item 9: No
Item 10: Yes"
1938,256433,llama3.2:1b,1,creatinine,neutropenia,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No"
1939,256433,llama3.2:1b,1,creatinine,pneumonia,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No"
1940,256433,llama3.2:1b,1,creatinine,infection,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No"
1941,256433,llama3.2:1b,1,creatinine,pneumoniae,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No"
1942,256433,llama3.2:1b,1,creatinine,gram-negative bacillary infections,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No"
1943,256433,llama3.2:1b,1,creatinine,azotemia,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No"
1944,256433,llama3.2:1b,1,creatinine,renal toxicity,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No"
2,439781,llama3.2:1b,1,indomethacin,hypotension,cid,No,"1: No
2: No
3: No
4: No
5: No"
3,439781,llama3.2:1b,1,sodium,hypotension,none,No,"1: No
2: No
3: No
4: No
5: No"
4,439781,llama3.2:1b,1,idm,hypotension,cid,No,"1: No
2: No
3: No
4: No
5: No"
5,439781,llama3.2:1b,1,prostaglandin,hypotension,none,No,"1: No
2: No
3: No
4: No
5: No"
6,439781,llama3.2:1b,1,angiotensin,hypotension,none,No,"1: No
2: No
3: No
4: No
5: No"
1945,448423,llama3.2:1b,1,aminocaproic acid,subarachnoid hemorrhage,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1946,448423,llama3.2:1b,1,aminocaproic acid,acute renal artery thrombosis,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1947,448423,llama3.2:1b,1,aminocaproic acid,sah,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1948,448423,llama3.2:1b,1,aminocaproic acid,thrombotic,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1949,448423,llama3.2:1b,1,aminocaproic acid,intracranial vascular thrombosis,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1950,448423,llama3.2:1b,1,aminocaproic acid,thrombi,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1951,448423,llama3.2:1b,1,aminocaproic acid,thromboembolic phenomena,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1952,448423,llama3.2:1b,1,aminocaproic acid,disseminated intravascular coagulation,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1953,448423,llama3.2:1b,1,aminocaproic acid,consumption coagulopathies,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1954,448423,llama3.2:1b,1,aminocaproic acid,infarction,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1955,448423,llama3.2:1b,1,aminocaproic acid,thrombosis of a normal renal artery,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1956,448423,llama3.2:1b,1,aminocaproic acid,hypertension,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1957,448423,llama3.2:1b,1,epsilon aminocaproic acid,subarachnoid hemorrhage,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1958,448423,llama3.2:1b,1,epsilon aminocaproic acid,acute renal artery thrombosis,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1959,448423,llama3.2:1b,1,epsilon aminocaproic acid,sah,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1960,448423,llama3.2:1b,1,epsilon aminocaproic acid,thrombotic,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1961,448423,llama3.2:1b,1,epsilon aminocaproic acid,intracranial vascular thrombosis,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1962,448423,llama3.2:1b,1,epsilon aminocaproic acid,thrombi,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1963,448423,llama3.2:1b,1,epsilon aminocaproic acid,thromboembolic phenomena,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1964,448423,llama3.2:1b,1,epsilon aminocaproic acid,disseminated intravascular coagulation,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
