Data_ID,PMID,Model,Prompt_ID,E1,E2,True_Label,Pred_Label,Raw_Output
13,22836123,llama3.2:1b,EMO01 + RAR02,prednisolone,src,none,No,"1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: No"
14,22836123,llama3.2:1b,EMO01 + RAR02,prednisolone,systemic sclerosis,none,No,"1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: No"
15,22836123,llama3.2:1b,EMO01 + RAR02,prednisolone,ssc,none,No,"1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: No"
16,22836123,llama3.2:1b,EMO01 + RAR02,prednisolone,thrombotic microangiopathy,none,No,"1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: No"
17,22836123,llama3.2:1b,EMO01 + RAR02,corticosteroid,scleroderma renal crisis,none,No,"1: No
2: No
3: No"
18,22836123,llama3.2:1b,EMO01 + RAR02,corticosteroid,src,none,No,"1: No
2: No
3: No"
19,22836123,llama3.2:1b,EMO01 + RAR02,corticosteroid,systemic sclerosis,cid,No,"1: No
2: No
3: No"
0,8701013,llama3.2:1b,S2A01 + RE201,famotidine,delirium,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No"
1,8701013,llama3.2:1b,S2A01 + RE201,famotidine,ulcers,none,No,"1: No
2: No
3: No
4: No
5: No
6: No"
2,439781,llama3.2:1b,S2A01 + RE201,indomethacin,hypotension,cid,No,"1: No
2: No
3: No
4: No
5: No"
3,439781,llama3.2:1b,S2A01 + RE201,sodium,hypotension,none,No,"1: No
2: No
3: No
4: No
5: No"
4,439781,llama3.2:1b,S2A01 + RE201,idm,hypotension,cid,No,"1: No
2: No
3: No
4: No
5: No"
5,439781,llama3.2:1b,S2A01 + RE201,prostaglandin,hypotension,none,No,"1: No
2: No
3: No
4: No
5: No"
6,439781,llama3.2:1b,S2A01 + RE201,angiotensin,hypotension,none,No,"1: No
2: No
3: No
4: No
5: No"
7,22836123,llama3.2:1b,S2A01 + RE201,tacrolimus,scleroderma renal crisis,none,No,"1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: No"
8,22836123,llama3.2:1b,S2A01 + RE201,tacrolimus,src,none,No,"1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: No"
9,22836123,llama3.2:1b,S2A01 + RE201,tacrolimus,systemic sclerosis,cid,No,"1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: No"
10,22836123,llama3.2:1b,S2A01 + RE201,tacrolimus,ssc,cid,No,"1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: No"
11,22836123,llama3.2:1b,S2A01 + RE201,tacrolimus,thrombotic microangiopathy,none,No,"1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: No"
12,22836123,llama3.2:1b,S2A01 + RE201,prednisolone,scleroderma renal crisis,none,Yes,"1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: No"
13,22836123,llama3.2:1b,S2A01 + RE201,prednisolone,src,none,No,"1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: No"
14,22836123,llama3.2:1b,S2A01 + RE201,prednisolone,systemic sclerosis,none,No,"1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: No"
15,22836123,llama3.2:1b,S2A01 + RE201,prednisolone,ssc,none,No,"1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: No"
16,22836123,llama3.2:1b,S2A01 + RE201,prednisolone,thrombotic microangiopathy,none,No,"1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: No"
17,22836123,llama3.2:1b,S2A01 + RE201,corticosteroid,scleroderma renal crisis,none,No,"1: No
2: No
3: No"
18,22836123,llama3.2:1b,S2A01 + RE201,corticosteroid,src,none,No,"1: No
2: No
3: No"
19,22836123,llama3.2:1b,S2A01 + RE201,corticosteroid,systemic sclerosis,cid,No,"1: No
2: No
3: No"
